,id,name,origin_country,movie_id
590,48738.0,Campbell Grobman Films,US,617502
591,60621.0,Busted Shark Productions,US,617502
592,140229.0,Electric Films,,617502
593,74795.0,Nu Boyana Film Studios,,617502
594,7036.0,CJ Entertainment,KR,586047
595,70681.0,TPS Company,KR,586047
596,142591.0,STUDIO101,KR,586047
597,128404.0,CJ ENM,KR,586047
598,5.0,Columbia Pictures,US,522478
599,7291.0,Olive Bridge Entertainment,US,522478
600,34.0,Sony Pictures,US,522478
601,2785.0,Warner Bros. Animation,US,841755
602,90980.0,China Film (Shanghai) International Media Co.,CN,604822
603,14714.0,China Film Group Corporation,CN,604822
604,110797.0,Epitome Capital,CN,604822
605,140473.0,Shanghai Lix Entertainment,CN,604822
606,140474.0,Shanghai Tencent Pictures Culture Media,CN,604822
607,140475.0,Shenzhen Media Film & Television,CN,604822
608,81620.0,Tencent Pictures,CN,604822
609,33.0,Universal Pictures,US,615457
610,121470.0,87North Productions,US,615457
611,86647.0,Odenkirk Provissiero Entertainment,US,615457
612,123230.0,Eighty Two Films,US,615457
613,154091.0,Perfect World Pictures,,615457
614,92346.0,SunnyMarch,GB,522241
615,84988.0,42,GB,522241
616,7493.0,FilmNation Entertainment,US,522241
617,1632.0,Lionsgate,US,522241
618,911.0,Roadside Attractions,US,522241
619,11884.0,J.C.Staff,JP,532067
620,11395.0,ImageMovers,US,531219
621,174.0,Warner Bros. Pictures,US,531219
622,101082.0,Double Dare You Productions,US,531219
623,141325.0,Esperanto Filmoj,MX,531219
624,11627.0,Necropia Entertainment,US,531219
625,137586.0,Mattel Television,US,850818
626,163566.0,Ster-Kinekor Pictures,ZA,892342
627,74770.0,Picture Films,,541524
628,6705.0,Film4 Productions,GB,541524
629,14638.0,Significant Productions,US,541524
630,100640.0,Endeavor Content,US,541524
631,125279.0,AUM Creative,,541524
632,125064.0,XRM Media,,541524
633,35562.0,Gamechanger Films,US,541524
634,125280.0,TGCK Partners,,541524
635,65606.0,Sweet Tomato Films,,541524
